text_id,entity_text,entity_label,start_char,end_char
131,2006,DATE,200,204
131,0.5 degrees,THRESHOLD,356,367
131,1980,DATE,393,397
131,40%,PERCENT,403,406
131,2100,DATE,452,456
132,The European Investment Bank,ORG,0,28
132,36 billion,CARDINAL,38,48
132,2023,DATE,112,116
132,58%,PERCENT,131,134
132,4.5 billion,MONEY,182,193
132,the North Sea,LOC,221,234
132,2 billion,MONEY,238,247
132,Poland,GPE,288,294
132,500 million,CARDINAL,302,313
132,Spain,GPE,357,362
132,1 trillion,QUANTITY,390,400
132,2030,DATE,430,434
133,the Dead Sea,LOC,59,71
133,60%,PERCENT,149,152
133,1990,DATE,159,163
133,the University of Jordan,ORG,182,206
133,the Helmholtz Centre for Environmental Research,ORG,211,258
133,The Dead Sea's,LOC,364,378
133,31.5%,PERCENT,407,412
133,34.2%,PERCENT,416,421
133,three decades,DATE,425,438
134,Indonesia,GPE,0,9
134,"600,000",CARDINAL,89,96
134,2025,DATE,138,142
134,3,CARDINAL,180,181
134,5,CARDINAL,185,186
134,2024,DATE,293,297
134,"130,000",CARDINAL,299,306
134,FAO,ORG,390,393
134,the Asian Development Bank,ORG,398,424
137,The Global Commission on Adaptation,ORG,0,35
137,$1.8 trillion,MONEY,61,74
137,between 2020 and 2030,DATE,97,118
137,five,CARDINAL,126,130
137,$7.1 trillion,MONEY,303,316
137,Ban Ki-moon,PERSON,367,378
137,Bill Gates,PERSON,383,393
138,the Alfred Wegener Institute,ORG,16,44
138,Nature Climate Change,ORG,67,88
138,Antarctic,LOC,106,115
138,between 2012 and 2022,DATE,133,154
138,the previous decade,DATE,167,186
138,the Doomsday Glacier,PERSON,220,240
138,2 kilometers,QUANTITY,269,281
138,65 centimeters,QUANTITY,342,356
138,West Antarctic Ice Sheet,LOC,405,429
139,The Jordan River,LOC,0,16
139,1.3 billion cubic meters,QUANTITY,34,58
139,annually,DATE,59,67
139,less than 100 million cubic meters,MONEY,81,115
139,93%,PERCENT,120,123
139,Israel,GPE,154,160
139,Jordan,GPE,162,168
139,Syria,GPE,174,179
139,Friends of the Earth Middle East,ORG,317,349
140,Kenya,GPE,0,5
140,Africa,LOC,15,21
140,Olkaria,GPE,58,65
140,the Great Rift Valley,FAC,69,90
140,863 megawatts,QUANTITY,103,116
140,45%,PERCENT,131,134
140,95%,PERCENT,187,190
140,Kenya,GPE,250,255
140,"5,000 megawatts",QUANTITY,295,310
140,2030,DATE,314,318
140,the African Union,ORG,352,369
140,the Japan International Cooperation Agency,ORG,374,416
142,IPCC,ORG,4,8
142,Working Group III,ORG,11,28
142,21%,PERCENT,133,136
142,zero,CARDINAL,195,199
142,2030,DATE,254,258
142,2-3%,PERCENT,313,317
142,75-90%,PERCENT,397,403
143,December 2023,DATE,3,16
143,the United Nations,ORG,18,36
143,2025,DATE,48,52
143,the International Year of Glaciers,EVENT,56,90
143,Over 200 million,CARDINAL,202,218
143,Hindu,NORP,303,308
143,Kush Himalayan,PERSON,309,323
143,ten,CARDINAL,383,386
143,Asia,LOC,414,418
144,Red Sea,LOC,4,11
144,Science Advances,ORG,191,207
144,the Gulf of Aqaba,FAC,229,246
144,4-,QUANTITY,274,276
144,5 degrees,THRESHOLD,276,285
144,Jordan,GPE,385,391
144,Saudi Arabia,GPE,396,408
144,Red Sea,LOC,461,468
147,The World Glacier Monitoring Service,ORG,0,36
147,over 1 meter,QUANTITY,106,118
147,2023,DATE,122,126
147,Swiss,NORP,168,173
147,10%,PERCENT,194,197
147,the past two years,DATE,227,245
147,The Aletsch Glacier,PERSON,247,266
147,Alps,LOC,287,291
147,3 kilometers,QUANTITY,310,322
147,1900,DATE,329,333
147,80%,PERCENT,359,362
147,2100,CARDINAL,388,392
148,the Jordan Valley,LOC,39,56
148,15-30%,PERCENT,97,103
148,40%,PERCENT,140,143
148,FAO,ORG,313,316
148,the Jordanian Ministry of Agriculture,ORG,321,358
148,"10,000",CARDINAL,396,402
148,2026,DATE,425,429
151,the International Court of Justice,ORG,21,55
151,March 2024,DATE,59,69
151,Vanuatu,PERSON,215,222
151,over 130,CARDINAL,240,248
151,"Over 2,300",CARDINAL,363,373
151,65,CARDINAL,419,421
152,up to 90%,PERCENT,167,176
152,Jordan,GPE,213,219
152,20-megawatt,QUANTITY,254,265
152,the King Talal Dam reservoir,ORG,297,325
152,8 million cubic meters,QUANTITY,383,405
154,The Global Adaptation Finance Tracker,ORG,0,37
154,only 7%,PERCENT,51,58
154,The Climate Justice Alliance,ORG,173,201
154,Bangladesh,GPE,366,376
154,Kenya,GPE,378,383
154,Pacific Island,LOC,389,403
155,the King Abdullah University of Science and Technology,ORG,15,69
155,Saudi Arabia,GPE,73,85
155,CRISPR,PERSON,136,142
155,Tabuk,LOC,258,263
155,85%,PERCENT,284,287
155,three,CARDINAL,338,343
155,the Middle East,LOC,441,456
157,The Global Biodiversity Framework Monitor,ORG,0,41
157,37%,PERCENT,56,59
157,The Mediterranean Sea,LOC,303,324
157,41%,PERCENT,334,337
157,1970,DATE,377,381
158,Jordan,PERSON,0,6
158,the European Space Agency,ORG,22,47
158,45,CARDINAL,71,73
158,3,CARDINAL,108,109
158,the Jordan Valley,LOC,160,177
158,$12 million,MONEY,210,221
158,March 2024,DATE,249,259
158,"15,000",CARDINAL,296,302
158,an estimated 22%,PERCENT,398,414
158,the 2024 winter season,DATE,422,444
160,45 million tonnes,QUANTITY,67,84
160,2024,DATE,106,110
160,the Global CCS Institute,ORG,125,149
160,Gorgon,ORG,189,195
160,Western Australia,LOC,207,224
160,4 million tonnes,QUANTITY,235,251
160,annually,DATE,252,260
160,CCS,GPE,288,291
161,OECD,ORG,4,8
161,$1.3 trillion,MONEY,97,110
161,2022,DATE,114,118
161,2021,DATE,138,142
161,IMF,ORG,256,259
161,$7 trillion,MONEY,364,375
161,7.1%,PERCENT,401,405
162,threatens 40%,PERCENT,16,29
162,Earth,LOC,37,42
162,2 billion,CARDINAL,88,97
162,12 million,CARDINAL,139,149
162,annually,DATE,218,226
162,$490 billion,MONEY,262,274
162,The Sahara Desert,LOC,285,302
162,10%,PERCENT,319,322
162,1920,DATE,329,333
162,Sahel,PERSON,364,369
162,approximately 48 kilometers,QUANTITY,383,410
164,$2.2 trillion,MONEY,32,45
164,the end of 2023,DATE,72,87
164,annual,DATE,94,100
164,$575 billion,MONEY,119,131
164,The European Union,ORG,133,151
164,China,GPE,203,208
164,the United States,GPE,213,230
164,Jordan,PERSON,232,238
164,first,ORDINAL,250,255
164,2023,DATE,280,284
164,$250 million,MONEY,294,306
165,73,CARDINAL,57,59
165,1 degree,QUANTITY,275,283
165,3-5%,PERCENT,357,361
167,The Global Heat Health Information Network,ORG,0,42
167,2024 heatwave season,DATE,59,79
167,El Nino,ORG,136,143
167,the Northern Hemisphere,LOC,171,194
167,the Middle East,LOC,242,257
167,South Asia,LOC,262,272
167,hours,TIME,354,359
167,Amman,GPE,398,403
167,Riyadh,GPE,405,411
167,Baghdad,GPE,417,424
168,up to 10%,PERCENT,102,111
168,2050,DATE,137,141
168,The Red Sea's,LOC,163,176
168,Saudi Arabia,GPE,255,267
168,500-megawatt,QUANTITY,279,291
168,Neom,GPE,316,320
168,Mediterranean,LOC,369,382
168,Spain,GPE,401,406
168,Italy,GPE,408,413
168,Greece,GPE,419,425
170,The Global Stocktake at,WORK_OF_ART,0,23
170,COP28,CLIMATE_EVENT,24,29
170,first,ORDINAL,35,40
170,Paris Agreement,AGREEMENT,88,103
170,2.4-,QUANTITY,220,224
170,2.6 degrees,THRESHOLD,224,235
170,2100,DATE,250,254
170,non-CO2,NORP,401,408
171,AI,GPE,88,90
171,30-50%,PERCENT,158,164
171,the Jordan Valley,LOC,201,218
171,200,CARDINAL,228,231
171,IoT,ORG,243,246
171,35%,PERCENT,337,340
171,GIZ,ORG,425,428
171,the Jordanian Ministry of Agriculture,ORG,433,470
173,The International Renewable Energy Agency,ORG,0,41
173,0.049,MONEY,138,143
173,2023,DATE,165,169
173,89%,PERCENT,174,177
173,2010,DATE,192,196
173,0.033,MONEY,226,231
173,80%,PERCENT,244,247
173,The Middle East,LOC,344,359
173,North Africa,GPE,364,376
174,the Gulf of Aqaba,FAC,32,49
174,23,CARDINAL,75,77
174,Red Sea,LOC,181,188
174,the University of Jordan,ORG,226,250
174,the Aqaba Marine Science Station,ORG,255,287
174,Indo-Pacific,ORG,311,323
174,Jordanian,NORP,373,382
174,Mediterranean,LOC,446,459
176,NASA,ORG,17,21
176,ESA,ORG,26,29
176,GRACE-FO,ORG,65,73
176,Sentinel,ORG,78,86
176,the Middle East,LOC,141,156
176,Arabian,NORP,176,183
176,7.8 cubic kilometers,QUANTITY,271,291
176,Jordan,GPE,376,382
176,Saudi Arabia,GPE,384,396
176,Iraq,GPE,402,406
176,50 years,DATE,444,452
177,The International Labour Organization,ORG,0,37
177,80 million,CARDINAL,53,63
177,2030,DATE,115,119
177,the Middle East,LOC,263,278
177,summer hours,TIME,310,322
177,Qatar,GPE,347,352
177,UAE,GPE,358,361
177,Saudi Arabia,GPE,367,379
177,Jordan,GPE,381,387
177,first,ORDINAL,429,434
177,June 2024,DATE,443,452
179,African,NORP,4,11
179,60%,PERCENT,28,31
179,only 1.3%,PERCENT,82,91
179,The African Union's Agenda,ORG,116,142
179,2063,DATE,143,147
179,"500-5,000",CARDINAL,287,296
179,Africa,LOC,364,370
179,50%,PERCENT,393,396
179,2018,DATE,403,407
180,Jordanian,NORP,12,21
180,The Royal Scientific Society,ORG,191,219
180,rainwater harvesting,PERSON,243,263
180,Amman,GPE,281,286
180,10 million cubic meters,QUANTITY,305,328
180,annually,DATE,329,337
180,"3,000",CARDINAL,366,371
180,Jordan,GPE,411,417
180,4 years,DATE,452,459
182,The Coral Triangle Initiative,ORG,0,29
182,six,CARDINAL,64,67
182,Southeast Asian,NORP,68,83
182,40 million,CARDINAL,107,117
182,marine habitat,ORG,130,144
182,2009,DATE,151,155
182,76%,PERCENT,177,180
182,120 million,CARDINAL,241,252
182,annual,DATE,344,350
182,2040,DATE,354,358
183,12%,PERCENT,82,85
183,2050,DATE,113,117
183,the Hydrogen Council,ORG,132,152
183,The Middle East's,LOC,154,171
183,NEOM,ORG,233,237
183,Saudi Arabia,GPE,275,287
183,4,CARDINAL,300,301
183,600 tonnes,QUANTITY,344,354
183,Europe,LOC,395,401
183,Asia,LOC,406,410
185,The United Nations Industrial Development Organization,ORG,0,54
185,28%,PERCENT,127,130
185,2030,DATE,134,138
185,6 million,CARDINAL,154,163
185,Jordan,PERSON,336,342
185,first,ORDINAL,345,350
185,Hussein Bin Talal,PERSON,389,406
185,12,CARDINAL,444,446
187,India,GPE,0,5
187,National Solar Mission,ORG,8,30
187,70,CARDINAL,50,52
187,2024,DATE,87,91
187,280,CARDINAL,103,106
187,2030,DATE,120,124
187,The Bhadla Solar Park,ORG,126,147
187,Rajasthan,GPE,151,160
187,"14,000 acres",QUANTITY,171,183
187,"2,245 megawatts",QUANTITY,189,204
187,India,GPE,268,273
187,0.038,MONEY,306,311
189,only 6,CARDINAL,81,87
189,40,CARDINAL,91,93
189,Paris Agreement,AGREEMENT,123,138
189,the United States,GPE,271,288
189,China,GPE,290,295
189,Russia,GPE,297,303
189,India,GPE,309,314
189,1.5-degree,QUANTITY,339,349
189,G20,ORG,385,388
190,The Global Methane Pledge,WORK_OF_ART,0,25
190,Glasgow,GPE,48,55
190,over 150,CARDINAL,76,84
190,30%,PERCENT,137,140
190,2020,DATE,147,151
190,2030,DATE,162,166
190,0.2 degrees,THRESHOLD,213,224
190,2050,DATE,247,251
192,The World Economic Forum's,ORG,0,26
192,Global Risks Report,ORG,27,46
192,2024,DATE,47,51
192,two,CARDINAL,139,142
192,10-year,DATE,163,170
193,the European Space Agency's,ORG,25,52
193,the Jordan Valley,LOC,108,125
193,18%,PERCENT,142,145
193,between 2015 and 2023,DATE,146,167
195,The Blue Carbon Initiative,ORG,0,26
195,up to 10,CARDINAL,116,124
195,The Gulf of Aqaba's,FAC,181,200
195,approximately 400 hectares,QUANTITY,228,254
195,Jordanian,NORP,265,274
195,"an estimated 1,800",CARDINAL,292,310
195,annually,DATE,325,333
197,The Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,ORG,0,84
197,1 million,CARDINAL,100,109
197,17 kilometers,QUANTITY,279,292
197,11 meters,QUANTITY,332,341
197,"100 to 1,000",CARDINAL,398,410
198,Middle Eastern,NORP,68,82
198,summer,DATE,123,129
198,60-80%,PERCENT,207,213
198,over 30%,PERCENT,339,347
198,Dubai,GPE,367,372
198,Sustainable City,GPE,375,391
198,40%,PERCENT,421,424
200,The Global Landscape of Climate Finance,WORK_OF_ART,0,39
200,2023,DATE,40,44
200,the Climate Policy Initiative,ORG,55,84
200,$1.27 trillion,MONEY,126,140
200,2021-2022,DATE,144,153
200,63%,PERCENT,157,160
200,$8.1 trillion,MONEY,222,235
200,annually,DATE,243,251
200,2030,DATE,255,259
200,1.5 degrees,THRESHOLD,280,291
200,94%,PERCENT,326,329
200,only 6%,PERCENT,370,377
